SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
TRAILSIDE POINT ELEMENTARY,7275 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,84,90.5%,0.0%,90.5%,94.0%,0.0%,94.0%,94.0%,0.0%,94.0%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,NO,,PUBLIC,47,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,<20,58.8%,41.2%,100.0%,64.7%,35.3%,100.0%,47.1%,52.9%,100.0%,64.7%,35.3%,100.0%,64.7%,35.3%,100.0%,52.9%,0.0%,35.3%
TRINITY CHRISTIAN SCHOOL - PRESCOTT,1212 WARRIOR WAY,PRESCOTT,YAVAPAI,86305,YES,RN,PRIVATE,36,72.2%,27.8%,100.0%,75.0%,25.0%,100.0%,66.7%,30.6%,100.0%,69.4%,30.6%,100.0%,77.8%,22.2%,100.0%,30.6%,2.8%,22.2%
TRINITY LUTHERAN ELEMENTARY SCHOOL - LITCHFIELD PARK,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,40,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,87.5%,2.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.5%,0.0%,0.0%
TSAILE ELEMENTARY SCHOOL,RTE 12,TSAILE,APACHE,86556,NO,,PUBLIC,35,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.1%,0.0%,97.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,2.9%,0.0%
TSE HOOTSOOI PRIMARY LEARNING CENTER,NAVAJO ROUTE 12,FORT DEFIANCE,APACHE,86504,NO,,PUBLIC,102,98.0%,1.0%,100.0%,98.0%,1.0%,100.0%,98.0%,1.0%,100.0%,98.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,1.0%
TSEHOOTSOOI DINE BI'OLTA' (NAVAJO IMMERSION),NORTH CHEE DODGE DRIVE,WINDOW ROCK,APACHE,86515,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TUCSON COUNTRY DAY SCHOOL,9239 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,NO,,CHARTER,54,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.9%,0.0%,0.0%
TUCSON HEBREW ACADEMY,3888 E RIVER RD,TUCSON,PIMA,85718,NO,,PRIVATE,<20,86.7%,0.0%,86.7%,86.7%,0.0%,86.7%,53.3%,0.0%,86.7%,86.7%,0.0%,86.7%,80.0%,0.0%,80.0%,0.0%,0.0%,0.0%
TUCSON WALDORF SCHOOL,3605 E RIVER RD,TUCSON,PIMA,85718,NO,,PRIVATE,26,73.1%,26.9%,100.0%,73.1%,26.9%,100.0%,69.2%,30.8%,100.0%,76.9%,23.1%,100.0%,73.1%,26.9%,100.0%,38.5%,0.0%,23.1%
TULLY ELEMENTARY ACCELERATED MAGNET SCHOOL,1701 W EL RIO DR,TUCSON,PIMA,85745,YES,RN,PUBLIC,32,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,3.1%,0.0%,0.0%
TUMBLEWEED ELEMENTARY SCHOOL - 85029,4001 W LAUREL LN,PHOENIX,MARICOPA,85029,NO,,PUBLIC,51,92.2%,3.9%,100.0%,92.2%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,3.9%,0.0%,3.9%
TUSCANO ELEMENTARY SCHOOL,3850 S 79TH AVE,PHOENIX,MARICOPA,85043,NO,,PUBLIC,92,93.5%,4.3%,100.0%,94.6%,4.3%,100.0%,95.7%,4.3%,100.0%,98.9%,1.1%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,3.3%
TWIN PEAKS ELEMENTARY SCHOOL,7995 W TWIN PEAKS RD,TUCSON,PIMA,85743,YES,RN,PUBLIC,85,89.4%,1.2%,91.8%,94.1%,1.2%,96.5%,89.4%,1.2%,91.8%,96.5%,1.2%,98.8%,98.8%,1.2%,100.0%,3.5%,0.0%,3.5%
UNION ELEMENTARY SCHOOL,3834 S 91ST AVE,TOLLESON,MARICOPA,85353,YES,RN,PUBLIC,86,89.5%,8.1%,100.0%,90.7%,8.1%,100.0%,90.7%,8.1%,100.0%,90.7%,8.1%,100.0%,91.9%,8.1%,100.0%,8.1%,0.0%,8.1%
UNION PARK SCHOOL,25700 N 21ST AVENUE,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,91,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,96.7%,2.2%,98.9%,97.8%,1.1%,98.9%,97.8%,2.2%,100.0%,2.2%,0.0%,1.1%
V H LASSEN ELEMENTARY SCHOOL,909 W VINEYARD RD,PHOENIX,MARICOPA,85041,NO,,PUBLIC,26,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,3.8%
VAIL ACADEMY & HIGH SCHOOL,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747,NO,,CHARTER,34,91.2%,0.0%,100.0%,88.2%,0.0%,100.0%,91.2%,0.0%,100.0%,97.1%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297,NO,,CHARTER,37,86.5%,10.8%,97.3%,86.5%,10.8%,97.3%,86.5%,10.8%,97.3%,86.5%,10.8%,97.3%,89.2%,10.8%,100.0%,10.8%,0.0%,10.8%
VAL VISTA LAKES ELEMENTARY SCHOOL,1030 N BLUE GROTTO DR,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,60,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,95.0%,3.3%,100.0%,90.0%,10.0%,100.0%,96.7%,3.3%,100.0%,10.0%,1.7%,3.3%
VALENCIA NEW COMER SCHOOL,3802 W MARYLAND AVE,PHOENIX,MARICOPA,85019,YES,LPN,PUBLIC,<20,80.0%,0.0%,93.3%,66.7%,0.0%,93.3%,100.0%,0.0%,100.0%,86.7%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
VALLE DEL ENCANTO LEARNING CENTER,400 N CESAR CHAVEZ AVE,SOMERTON,YUMA,85350,YES,LPN,PUBLIC,48,95.8%,0.0%,95.8%,95.8%,0.0%,95.8%,95.8%,0.0%,95.8%,97.9%,0.0%,97.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
VALLEY CHRISTIAN SCHOOL,6304 S PRICE RD,TEMPE,MARICOPA,85283,YES,RN,PRIVATE,56,82.1%,17.9%,100.0%,82.1%,17.9%,100.0%,82.1%,17.9%,100.0%,85.7%,14.3%,100.0%,85.7%,14.3%,100.0%,19.6%,0.0%,7.1%
VALLEY HORIZON ELEMENTARY SCHOOL,4501 W 20TH ST,YUMA,YUMA,85364,NO,,PUBLIC,61,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
VALLEY VIEW SCHOOL,8220 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,62,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,96.8%,1.6%,98.4%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
VAN BUSKIRK ELEMENTARY SCHOOL,725 E FAIR ST,TUCSON,PIMA,85714,YES,RN,PUBLIC,44,95.5%,2.3%,97.7%,95.5%,2.3%,97.7%,95.5%,2.3%,97.7%,100.0%,0.0%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,0.0%
VASQUEZ DE CORONADO FRANCISCO SCHOOL,2301 N AL HARRISON RD,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,78,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
VENTANA VISTA ELEMENTARY SCHOOL,6085 N KOLB RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,85,97.6%,1.2%,100.0%,98.8%,0.0%,100.0%,97.6%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,1.2%,0.0%
VERDE CHRISTIAN ACADEMY,102 S WILLARD ST,COTTONWOOD,YAVAPAI,86326,NO,,PRIVATE,23,87.0%,4.3%,91.3%,95.7%,4.3%,100.0%,82.6%,4.3%,87.0%,91.3%,4.3%,95.7%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
VERITAS CHRISTIAN COMMUNITY SCHOOL,215 TAYLOR DR,SIERRA VISTA,COCHISE,85635,NO,,PRIVATE,<20,64.3%,35.7%,100.0%,64.3%,35.7%,100.0%,50.0%,28.6%,100.0%,71.4%,28.6%,100.0%,71.4%,28.6%,100.0%,35.7%,0.0%,35.7%
VERNON ELEMENTARY SCHOOL,10 E MAIN ST,VERNON,APACHE,85940,NO,,PUBLIC,<20,78.6%,21.4%,100.0%,78.6%,21.4%,100.0%,64.3%,21.4%,85.7%,78.6%,21.4%,100.0%,78.6%,21.4%,100.0%,21.4%,0.0%,21.4%
VERRADO ELEMENTARY SCHOOL - W SUNRISE LN,20873 W SUNRISE LN,BUCKEYE,MARICOPA,85396,YES,LPN,PUBLIC,128,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,99.2%,0.8%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,7.8%,0.0%,7.8%
VERRADO HERITAGE ELEMENTARY SCHOOL - W HAMILTON ST,20895 W HAMILTON ST,BUCKEYE,MARICOPA,85396,YES,LPN,PUBLIC,93,82.8%,7.5%,92.5%,87.1%,7.5%,97.8%,81.7%,8.6%,93.5%,91.4%,6.5%,97.8%,93.5%,6.5%,100.0%,8.6%,0.0%,7.5%
VESEY ELEMENTARY SCHOOL,5005 S BUTTS RD,TUCSON,PIMA,85757,YES,RN,PUBLIC,77,96.1%,0.0%,96.1%,96.1%,0.0%,96.1%,96.1%,0.0%,96.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
VICTORY COLLEGIATE COOPERATION,3535 N 63RD AVENUE,PHOENIX,MARICOPA,85033,NO,,CHARTER,31,87.1%,0.0%,100.0%,83.9%,0.0%,100.0%,54.8%,0.0%,100.0%,90.3%,0.0%,100.0%,87.1%,0.0%,87.1%,0.0%,0.0%,0.0%
VILLA DE PAZ ELEMENTARY SCHOOL,4940 N 103RD AVE,PHOENIX,MARICOPA,85037,NO,,PUBLIC,62,85.5%,12.9%,100.0%,85.5%,12.9%,100.0%,85.5%,12.9%,98.4%,90.3%,9.7%,100.0%,91.9%,8.1%,100.0%,14.5%,0.0%,8.1%
VILLA MONTESSORI SCHOOL - MEADOWBROOK,2802 E MEADOWBROOK AVE,PHOENIX,MARICOPA,85016,NO,,PRIVATE,58,87.9%,12.1%,100.0%,87.9%,12.1%,100.0%,86.2%,12.1%,100.0%,87.9%,12.1%,100.0%,87.9%,12.1%,100.0%,12.1%,0.0%,12.1%
VILLAGE MEADOWS ELEMENTARY SCHOOL,2020 W MORNINGSIDE DR,PHOENIX,MARICOPA,85023,YES,RN,PUBLIC,50,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,94.0%,2.0%,96.0%,96.0%,2.0%,98.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
VIRTUAL PREPARATORY ACADEMY OF ARIZONA,433 NORTH HALL ROAD,MESA,MARICOPA,85203,NO,,CHARTER,<20,27.3%,9.1%,36.4%,27.3%,9.1%,36.4%,9.1%,9.1%,18.2%,72.7%,9.1%,81.8%,81.8%,9.1%,90.9%,9.1%,0.0%,9.1%
VISTA COLLEGE PREP - MARYVALE,4520 W MCDOWELL RD,PHOENIX,MARICOPA,85035,NO,,CHARTER,92,97.8%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,0.0%
VISTA COLLEGE PREP METRO NORTH ELEMENTARY,2133 WEST PEORIA AVENUE,PHOENIX,MARICOPA,85029,NO,,CHARTER,50,90.0%,8.0%,100.0%,90.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,6.0%,100.0%,96.0%,4.0%,100.0%,8.0%,0.0%,0.0%
VISTA COLLEGE PREPARATORY - 85003,812 S SIXTH AVE,PHOENIX,MARICOPA,85003,NO,,CHARTER,68,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,92.6%,5.9%,100.0%,94.1%,5.9%,100.0%,5.9%,0.0%,5.9%
VISTA DEL SUR TRADITIONAL SCHOOL,3908 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,111,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,97.3%,2.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.8%,0.9%,0.0%
VISTANCIA ELEMENTARY SCHOOL,30009 N SUNSET POINT,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,98,79.6%,7.1%,86.7%,90.8%,8.2%,99.0%,80.6%,7.1%,87.8%,86.7%,10.2%,96.9%,92.9%,7.1%,100.0%,10.2%,0.0%,7.1%
W ARTHUR SEWEL ELEMENTARY SCHOOL,425 N SAHUARA AVE,TUCSON,PIMA,85711,YES,RN,PUBLIC,28,96.4%,3.6%,100.0%,92.9%,3.6%,100.0%,92.9%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,3.6%,3.6%
W F KILLIP ELEMENTARY SCHOOL,2300 E 6TH AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,62,91.9%,1.6%,93.5%,91.9%,1.6%,93.5%,91.9%,1.6%,93.5%,95.2%,1.6%,96.8%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
W V WHITMORE ELEMENTARY SCHOOL,5330 E GLENN ST,TUCSON,PIMA,85712,YES,LPN,PUBLIC,55,94.5%,1.8%,98.2%,94.5%,1.8%,98.2%,96.4%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
WALKER BUTTE K-8,29897 N DESERT WILLOW BLVD,QUEEN CREEK,PINAL,85143,NO,,PUBLIC,65,93.8%,4.6%,100.0%,95.4%,4.6%,100.0%,93.8%,4.6%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,4.6%,0.0%,4.6%
WALTER DOUGLAS ELEMENTARY SCHOOL,3302 N FLOWING WELLS RD,TUCSON,PIMA,85705,NO,,PUBLIC,82,95.1%,2.4%,97.6%,95.1%,2.4%,97.6%,97.6%,2.4%,100.0%,96.3%,2.4%,98.8%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
WALTER J MEYER SCHOOL,411 N 9TH ST,TOMBSTONE,COCHISE,85638,NO,,PUBLIC,<20,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,23.1%,0.0%,23.1%
WARD TRADITIONAL ACADEMY,1965 E HERMOSA DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,47,97.9%,2.1%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,0.0%
WASHINGTON ELEMENTARY SCHOOL-85051,8033 N 27TH AVE,PHOENIX,MARICOPA,85051,YES,RN,PUBLIC,104,95.2%,2.9%,99.0%,93.3%,2.9%,97.1%,95.2%,2.9%,98.1%,96.2%,2.9%,99.0%,96.2%,2.9%,99.0%,2.9%,0.0%,1.9%
WASHINGTON ELEMENTARY SCHOOL-85202,2260 W ISABELLA AVE,MESA,MARICOPA,85202,YES,RN,PUBLIC,60,93.3%,6.7%,100.0%,95.0%,3.3%,100.0%,95.0%,3.3%,100.0%,95.0%,3.3%,100.0%,100.0%,0.0%,100.0%,3.3%,1.7%,0.0%
WEBSTER ELEMENTARY SCHOOL,202 N SYCAMORE,MESA,MARICOPA,85201,YES,RN,PUBLIC,91,92.3%,1.1%,100.0%,96.7%,1.1%,100.0%,98.9%,1.1%,100.0%,96.7%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,2.2%,1.1%
WEINBERG ELEMENTARY SCHOOL,5245 S VAL VISTA DR,CHANDLER,MARICOPA,85249,NO,,PUBLIC,64,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,92.2%,7.8%,100.0%,95.3%,4.7%,100.0%,9.4%,1.6%,1.6%
WEITZEL'S PUENTE DE HOZHO BILINQUAL SCHOOL,3401 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,75,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,100.0%,0.0%,100.0%,4.0%,4.0%,2.7%
WELLTON ELEMENTARY SCHOOL,29126 SAN JOSE AVE,WELLTON,YUMA,85356,NO,,PUBLIC,33,69.7%,0.0%,100.0%,72.7%,0.0%,100.0%,81.8%,0.0%,100.0%,93.9%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WEST ELEMENTARY SCHOOL,460 S 7TH ST,COOLIDGE,PINAL,85128,NO,,PUBLIC,94,87.2%,0.0%,100.0%,87.2%,0.0%,100.0%,89.4%,0.0%,100.0%,93.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WEST POINT ELEMENTARY,13700 W GREENWAY RD,SURPRISE,MARICOPA,85374,NO,,PUBLIC,71,91.5%,4.2%,98.6%,93.0%,4.2%,98.6%,93.0%,4.2%,97.2%,95.8%,2.8%,98.6%,95.8%,2.8%,98.6%,4.2%,0.0%,2.8%
WEST VALLEY CHRISTIAN SCHOOL,16260 W VAN BUREN ST,GOODYEAR,MARICOPA,85338,YES,RN,PRIVATE,58,69.0%,31.0%,100.0%,72.4%,27.6%,100.0%,65.5%,34.5%,100.0%,82.8%,17.2%,100.0%,86.2%,13.8%,100.0%,36.2%,0.0%,34.5%
WEST WING SCHOOL,26716 NORTH HIGH DESERT DRIVE,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,88,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,98.9%,1.1%,100.0%,8.0%,0.0%,8.0%
WESTAR ELEMENTARY SCHOOL,17777 W WESTAR DR,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,66,89.4%,9.1%,100.0%,90.9%,7.6%,100.0%,86.4%,12.1%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,13.6%,0.0%,6.1%
WESTERN PEAKS ELEMENTARY,18063 W SURPRISE FARMS LOOP SOUTH,SURPRISE,MARICOPA,85388,NO,,PUBLIC,112,88.4%,11.6%,100.0%,89.3%,10.7%,100.0%,88.4%,11.6%,100.0%,88.4%,11.6%,100.0%,89.3%,10.7%,100.0%,12.5%,0.0%,9.8%
WESTERN VALLEY ELEMENTARY SCHOOL,6250 W DURANGO ST,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,58,89.7%,1.7%,93.1%,93.1%,1.7%,94.8%,89.7%,1.7%,91.4%,93.1%,1.7%,94.8%,96.6%,1.7%,98.3%,1.7%,0.0%,1.7%
WESTLAND SCHOOL BRIGHTON CAMPUS,8632 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,,CHARTER,24,70.8%,8.3%,79.2%,91.7%,8.3%,100.0%,87.5%,8.3%,95.8%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,4.2%,0.0%
WESTPARK ELEMENTARY SCHOOL,2700 S 257TH DR,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,45,91.1%,6.7%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,6.7%,0.0%,0.0%
WESTWIND PRIMARY-85037,9040 W CAMPBELL AVE,PHOENIX,MARICOPA,85037,NO,,PUBLIC,89,97.8%,1.1%,100.0%,98.9%,1.1%,100.0%,96.6%,3.4%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,3.4%,0.0%,1.1%
WESTWOOD PRIMARY SCHOOL-85015,4711 N 23RD AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,107,91.6%,0.0%,100.0%,97.2%,0.0%,100.0%,95.3%,0.0%,100.0%,96.3%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
